"ITTER107","Territory","TIPO_DATO_AVQ","Data type","MISURA_AVQ","Measure","TIME","Select time","Value","Flag Codes","Flags"
"ITF1","Abruzzo","AVTYPE_H60OVER_F","female","HSC_S","per 100 singles with the same characteristics","2018","2018",67.5,,
"ITF1","Abruzzo","AVTYPE_H60OVER_F","female","HSC_S","per 100 singles with the same characteristics","2019","2019",66.3,,
"ITF3","Campania","AVTYPE_H60OVER_F","female","HSC_S","per 100 singles with the same characteristics","2018","2018",70.7,,
"ITF3","Campania","AVTYPE_H60OVER_F","female","HSC_S","per 100 singles with the same characteristics","2019","2019",72.1,,
"ITD2","Provincia Autonoma Trento","AVTYPE_H60OVER_M","male","HSC_S","per 100 singles with the same characteristics","2018","2018",33.7,,
"ITD2","Provincia Autonoma Trento","AVTYPE_H60OVER_M","male","HSC_S","per 100 singles with the same characteristics","2019","2019",33.3,,
"ITC1","Piemonte","AVTYPE_HAGG","households with aggregates or more nucleus","THV","thousands value","2018","2018",83,,
"ITC1","Piemonte","AVTYPE_HAGG","households with aggregates or more nucleus","THV","thousands value","2019","2019",85,,
"ITE","Centro (I)","AVTYPE_H5MORE","households with 5 members or more","THV","thousands value","2018","2018",239,,
"ITE","Centro (I)","AVTYPE_H5MORE","households with 5 members or more","THV","thousands value","2019","2019",245,,
"ITD","Nord-est","AVTYPE_H60OVER_T","total","HSC_S","per 100 singles with the same characteristics","2018","2018",51.8,,
"ITD","Nord-est","AVTYPE_H60OVER_T","total","HSC_S","per 100 singles with the same characteristics","2019","2019",52.8,,
"ITF2","Molise","AVTYPE_HONEP","one parent","THV","thousands value","2018","2018",14,,
"ITF2","Molise","AVTYPE_HONEP","one parent","THV","thousands value","2019","2019",13,,
"ITF1","Abruzzo","AVTYPE_H60OVER_M","male","THV","thousands value","2018","2018",22,,
"ITF1","Abruzzo","AVTYPE_H60OVER_M","male","THV","thousands value","2019","2019",23,,
"ITC3","Liguria","AVTYPE_H5MORE","households with 5 members or more","HSC_F","per 100 households with the same characteristics","2018","2018",2.6,,
"ITC3","Liguria","AVTYPE_H5MORE","households with 5 members or more","HSC_F","per 100 households with the same characteristics","2019","2019",3.3,,
"ITE1","Toscana","AVTYPE_H5MORE","households with 5 members or more","THV","thousands value","2018","2018",72,,
"ITE1","Toscana","AVTYPE_H5MORE","households with 5 members or more","THV","thousands value","2019","2019",77,,
"7","2,001 - 10,000 inhab.","AVTYPE_H60OVER_M","male","THV","thousands value","2018","2018",314,,
"7","2,001 - 10,000 inhab.","AVTYPE_H60OVER_M","male","THV","thousands value","2019","2019",288,,
"ITE3","Marche","AVTYPE_COMP","average number of members","AVE","average","2018","2018",2.4,,
"ITE3","Marche","AVTYPE_COMP","average number of members","AVE","average","2019","2019",2.4,,
"ITE1","Toscana","AVTYPE_H5MORE","households with 5 members or more","HSC_F","per 100 households with the same characteristics","2018","2018",4.3,,
"ITE1","Toscana","AVTYPE_H5MORE","households with 5 members or more","HSC_F","per 100 households with the same characteristics","2019","2019",4.7,,
"ITF3","Campania","AVTYPE_H60OVER_M","male","THV","thousands value","2018","2018",83,,
"ITF3","Campania","AVTYPE_H60OVER_M","male","THV","thousands value","2019","2019",82,,
"7","2,001 - 10,000 inhab.","AVTYPE_HYESCHI","couples with children","HSC_N","per 100 nucleus with the same characteristics","2018","2018",52.3,,
"7","2,001 - 10,000 inhab.","AVTYPE_HYESCHI","couples with children","HSC_N","per 100 nucleus with the same characteristics","2019","2019",53.3,,
"ITF6","Calabria","AVTYPE_HYESCHI","couples with children","THV","thousands value","2018","2018",299,,
"ITF6","Calabria","AVTYPE_HYESCHI","couples with children","THV","thousands value","2019","2019",289,,
"ITE3","Marche","AVTYPE_HUNMCH","unmarried children aged 18-30 years","THV","thousands value","2018","2018",148,,
"ITE3","Marche","AVTYPE_HUNMCH","unmarried children aged 18-30 years","THV","thousands value","2019","2019",151,,
"ITE","Centro (I)","AVTYPE_HYESCHI","couples with children","HSC_N","per 100 nucleus with the same characteristics","2018","2018",49.8,,
"ITE","Centro (I)","AVTYPE_HYESCHI","couples with children","HSC_N","per 100 nucleus with the same characteristics","2019","2019",49.4,,
"ITC1","Piemonte","AVTYPE_HNOCHI","couples without children","HSC_N","per 100 nucleus with the same characteristics","2018","2018",38.1,,
"ITC1","Piemonte","AVTYPE_HNOCHI","couples without children","HSC_N","per 100 nucleus with the same characteristics","2019","2019",38.6,,
"ITC3","Liguria","AVTYPE_HYESCHI","couples with children","THV","thousands value","2018","2018",181,,
"ITC3","Liguria","AVTYPE_HYESCHI","couples with children","THV","thousands value","2019","2019",178,,
"ITF3","Campania","AVTYPE_HYESCHI","couples with children","HSC_N","per 100 nucleus with the same characteristics","2018","2018",57.4,,
"ITF3","Campania","AVTYPE_HYESCHI","couples with children","HSC_N","per 100 nucleus with the same characteristics","2019","2019",57.2,,
"ITD3","Veneto","AVTYPE_HONEP","one parent","THV","thousands value","2018","2018",194,,
"ITD3","Veneto","AVTYPE_HONEP","one parent","THV","thousands value","2019","2019",195,,
"3","metropolitan area - suburbs","AVTYPE_H60OVER_M","male","HSC_S","per 100 singles with the same characteristics","2018","2018",33,,
"3","metropolitan area - suburbs","AVTYPE_H60OVER_M","male","HSC_S","per 100 singles with the same characteristics","2019","2019",36.7,,
"ITD","Nord-est","AVTYPE_HNOCHI","couples without children","HSC_N","per 100 nucleus with the same characteristics","2018","2018",35.7,,
"ITD","Nord-est","AVTYPE_HNOCHI","couples without children","HSC_N","per 100 nucleus with the same characteristics","2019","2019",34.9,,
"IT","Italy","AVTYPE_H5MORE","households with 5 members or more","THV","thousands value","2018","2018",1357,,
"IT","Italy","AVTYPE_H5MORE","households with 5 members or more","THV","thousands value","2019","2019",1360,,
"ITF4","Puglia","AVTYPE_HYESCHI","couples with children","THV","thousands value","2018","2018",660,,
"ITF4","Puglia","AVTYPE_HYESCHI","couples with children","THV","thousands value","2019","2019",651,,
"7","2,001 - 10,000 inhab.","AVTYPE_H5MORE","households with 5 members or more","THV","thousands value","2018","2018",317,,
"7","2,001 - 10,000 inhab.","AVTYPE_H5MORE","households with 5 members or more","THV","thousands value","2019","2019",329,,
"ITF1","Abruzzo","AVTYPE_HYESCHI","couples with children","HSC_N","per 100 nucleus with the same characteristics","2018","2018",52.2,,
"ITF1","Abruzzo","AVTYPE_HYESCHI","couples with children","HSC_N","per 100 nucleus with the same characteristics","2019","2019",51,,
"3","metropolitan area - suburbs","AVTYPE_H60OVER_T","total","THV","thousands value","2018","2018",503,,
"3","metropolitan area - suburbs","AVTYPE_H60OVER_T","total","THV","thousands value","2019","2019",557,,
"IT","Italy","AVTYPE_H60OVER_F","female","HSC_S","per 100 singles with the same characteristics","2018","2018",67.2,,
"IT","Italy","AVTYPE_H60OVER_F","female","HSC_S","per 100 singles with the same characteristics","2019","2019",67.8,,
"ITDA","Trentino Alto Adige / Südtirol","AVTYPE_HNOCHI","couples without children","HSC_N","per 100 nucleus with the same characteristics","2018","2018",33.7,,
"ITDA","Trentino Alto Adige / Südtirol","AVTYPE_HNOCHI","couples without children","HSC_N","per 100 nucleus with the same characteristics","2019","2019",33.7,,
"ITF6","Calabria","AVTYPE_COMP","average number of members","AVE","average","2018","2018",2.5,,
"ITF6","Calabria","AVTYPE_COMP","average number of members","AVE","average","2019","2019",2.4,,
"ITC","Nord-ovest","HOUSE_1PBIS","single persons","THV","thousands value","2018","2018",2563,,
"ITC","Nord-ovest","HOUSE_1PBIS","single persons","THV","thousands value","2019","2019",2588,,
"ITE1","Toscana","AVTYPE_HUNMCH","unmarried children aged 18-30 years","THV","thousands value","2018","2018",337,,
"ITE1","Toscana","AVTYPE_HUNMCH","unmarried children aged 18-30 years","THV","thousands value","2019","2019",330,,
"ITF4","Puglia","AVTYPE_H60OVER_M","male","THV","thousands value","2018","2018",57,,
"ITF4","Puglia","AVTYPE_H60OVER_M","male","THV","thousands value","2019","2019",59,,
"IT","Italy","AVTYPE_H5MORE","households with 5 members or more","HSC_F","per 100 households with the same characteristics","2018","2018",5.3,,
"IT","Italy","AVTYPE_H5MORE","households with 5 members or more","HSC_F","per 100 households with the same characteristics","2019","2019",5.3,,
"ITC4","Lombardia","AVTYPE_HAGG","households with aggregates or more nucleus","HSC_F","per 100 households with the same characteristics","2018","2018",3.9,,
"ITC4","Lombardia","AVTYPE_HAGG","households with aggregates or more nucleus","HSC_F","per 100 households with the same characteristics","2019","2019",3.5,,
"ITF5","Basilicata","AVTYPE_HAGG","households with aggregates or more nucleus","HSC_F","per 100 households with the same characteristics","2018","2018",3.4,,
"ITF5","Basilicata","AVTYPE_HAGG","households with aggregates or more nucleus","HSC_F","per 100 households with the same characteristics","2019","2019",2.9,,
"ITG2","Sardegna","AVTYPE_H60OVER_F","female","THV","thousands value","2018","2018",81,,
"ITG2","Sardegna","AVTYPE_H60OVER_F","female","THV","thousands value","2019","2019",86,,
"ITC3","Liguria","AVTYPE_COMP","average number of members","AVE","average","2018","2018",2.1,,
"ITC3","Liguria","AVTYPE_COMP","average number of members","AVE","average","2019","2019",2,,
"ITG2","Sardegna","AVTYPE_HNOCHI","couples without children","HSC_N","per 100 nucleus with the same characteristics","2018","2018",31.2,,
"ITG2","Sardegna","AVTYPE_HNOCHI","couples without children","HSC_N","per 100 nucleus with the same characteristics","2019","2019",29.9,,
"2","metropolitan area - centre","AVTYPE_H60OVER_M","male","HSC_S","per 100 singles with the same characteristics","2018","2018",32.9,,
"2","metropolitan area - centre","AVTYPE_H60OVER_M","male","HSC_S","per 100 singles with the same characteristics","2019","2019",38,,
"ITC","Nord-ovest","AVTYPE_HUNMCH","unmarried children aged 18-30 years","HSC_G","per 100 young aged 18-30 years with the same characteristics","2018","2018",71.1,,
"ITC","Nord-ovest","AVTYPE_HUNMCH","unmarried children aged 18-30 years","HSC_G","per 100 young aged 18-30 years with the same characteristics","2019","2019",71.8,,
"ITG2","Sardegna","AVTYPE_H60OVER_T","total","HSC_S","per 100 singles with the same characteristics","2018","2018",48.6,,
"ITG2","Sardegna","AVTYPE_H60OVER_T","total","HSC_S","per 100 singles with the same characteristics","2019","2019",49.9,,
"ITD5","Emilia-Romagna","AVTYPE_HONEP","one parent","HSC_N","per 100 nucleus with the same characteristics","2018","2018",14.1,,
"ITD5","Emilia-Romagna","AVTYPE_HONEP","one parent","HSC_N","per 100 nucleus with the same characteristics","2019","2019",14.7,,
"ITD","Nord-est","HOUSE_1PBIS","single persons","HSC_F","per 100 households with the same characteristics","2018","2018",33.9,,
"ITD","Nord-est","HOUSE_1PBIS","single persons","HSC_F","per 100 households with the same characteristics","2019","2019",33.8,,
"ITDA","Trentino Alto Adige / Südtirol","AVTYPE_HAGG","households with aggregates or more nucleus","THV","thousands value","2018","2018",16,,
"ITDA","Trentino Alto Adige / Südtirol","AVTYPE_HAGG","households with aggregates or more nucleus","THV","thousands value","2019","2019",15,,
"ITDA","Trentino Alto Adige / Südtirol","AVTYPE_HAGG","households with aggregates or more nucleus","HSC_F","per 100 households with the same characteristics","2018","2018",3.6,,
"ITDA","Trentino Alto Adige / Südtirol","AVTYPE_HAGG","households with aggregates or more nucleus","HSC_F","per 100 households with the same characteristics","2019","2019",3.3,,
"ITC1","Piemonte","AVTYPE_H60OVER_F","female","THV","thousands value","2018","2018",282,,
"ITC1","Piemonte","AVTYPE_H60OVER_F","female","THV","thousands value","2019","2019",289,,
"ITE3","Marche","AVTYPE_HYESCHI","couples with children","THV","thousands value","2018","2018",228,,
"ITE3","Marche","AVTYPE_HYESCHI","couples with children","THV","thousands value","2019","2019",225,,
"ITE1","Toscana","AVTYPE_HYESCHI","couples with children","HSC_N","per 100 nucleus with the same characteristics","2018","2018",49.5,,
"ITE1","Toscana","AVTYPE_HYESCHI","couples with children","HSC_N","per 100 nucleus with the same characteristics","2019","2019",47.5,,
"IT","Italy","AVTYPE_COMP","average number of members","AVE","average","2018","2018",2.3,,
"IT","Italy","AVTYPE_COMP","average number of members","AVE","average","2019","2019",2.3,,
"ITG1","Sicilia","AVTYPE_HUNMCH","unmarried children aged 18-30 years","THV","thousands value","2018","2018",598,,
"ITG1","Sicilia","AVTYPE_HUNMCH","unmarried children aged 18-30 years","THV","thousands value","2019","2019",579,,
"ITF6","Calabria","AVTYPE_H5MORE","households with 5 members or more","HSC_F","per 100 households with the same characteristics","2018","2018",6.7,,
"ITF6","Calabria","AVTYPE_H5MORE","households with 5 members or more","HSC_F","per 100 households with the same characteristics","2019","2019",6.8,,
"ITD5","Emilia-Romagna","AVTYPE_HONEP","one parent","THV","thousands value","2018","2018",176,,
"ITD5","Emilia-Romagna","AVTYPE_HONEP","one parent","THV","thousands value","2019","2019",181,,
"ITC1","Piemonte","AVTYPE_H60OVER_T","total","HSC_S","per 100 singles with the same characteristics","2018","2018",57.2,,
"ITC1","Piemonte","AVTYPE_H60OVER_T","total","HSC_S","per 100 singles with the same characteristics","2019","2019",57.9,,
"ITD2","Provincia Autonoma Trento","AVTYPE_H60OVER_T","total","THV","thousands value","2018","2018",37,,
"ITD2","Provincia Autonoma Trento","AVTYPE_H60OVER_T","total","THV","thousands value","2019","2019",38,,
"ITE1","Toscana","AVTYPE_HYESCHI","couples with children","THV","thousands value","2018","2018",528,,
"ITE1","Toscana","AVTYPE_HYESCHI","couples with children","THV","thousands value","2019","2019",510,,
"ITE","Centro (I)","AVTYPE_H60OVER_M","male","THV","thousands value","2018","2018",292,,
"ITE","Centro (I)","AVTYPE_H60OVER_M","male","THV","thousands value","2019","2019",311,,
"ITD1","Provincia Autonoma Bolzano / Bozen","AVTYPE_HAGG","households with aggregates or more nucleus","HSC_F","per 100 households with the same characteristics","2018","2018",4.7,,
"ITD1","Provincia Autonoma Bolzano / Bozen","AVTYPE_HAGG","households with aggregates or more nucleus","HSC_F","per 100 households with the same characteristics","2019","2019",4.4,,
"ITE","Centro (I)","AVTYPE_H60OVER_F","female","HSC_S","per 100 singles with the same characteristics","2018","2018",64.7,,
"ITE","Centro (I)","AVTYPE_H60OVER_F","female","HSC_S","per 100 singles with the same characteristics","2019","2019",65.9,,
"ITF3","Campania","AVTYPE_H5MORE","households with 5 members or more","THV","thousands value","2018","2018",219,,
"ITF3","Campania","AVTYPE_H5MORE","households with 5 members or more","THV","thousands value","2019","2019",210,,
"ITF4","Puglia","AVTYPE_COMP","average number of members","AVE","average","2018","2018",2.5,,
"ITF4","Puglia","AVTYPE_COMP","average number of members","AVE","average","2019","2019",2.5,,
"IT","Italy","AVTYPE_HYESCHI","couples with children","HSC_N","per 100 nucleus with the same characteristics","2018","2018",51.5,,
"IT","Italy","AVTYPE_HYESCHI","couples with children","HSC_N","per 100 nucleus with the same characteristics","2019","2019",51.7,,
"ITD4","Friuli-Venezia Giulia","AVTYPE_H60OVER_M","male","THV","thousands value","2018","2018",39,,
"ITD4","Friuli-Venezia Giulia","AVTYPE_H60OVER_M","male","THV","thousands value","2019","2019",35,,
"ITD","Nord-est","AVTYPE_HAGG","households with aggregates or more nucleus","THV","thousands value","2018","2018",217,,
